titleid,rating,rate_number
tt0052876,7.1,3310
tt0052893,7.9,25446
tt0052902,7.2,8601
tt0052905,7,8428
tt0052911,7.2,3285
tt0052918,7.9,13688
tt0052948,7,14290
tt0052969,4,4121
tt0052993,7.4,5904
tt0052997,7.3,3382
tt0053084,7,7652
tt0053085,6.8,7295
tt0053114,8.5,5429
tt0053115,8.5,4282
tt0053121,8,4037
tt0053125,8.3,277807
tt0053131,7.6,8668
tt0053133,7.4,3255
tt0053134,7.9,6663
tt0053137,7.2,11129
tt0053143,7.3,11481
tt0053146,7.5,8885
tt0053168,7.7,17495
tt0053172,7.4,14296
tt0053183,7.1,3955
tt0053198,8.1,94525
tt0053219,5.8,3920
tt0053220,7.2,4093
tt0053221,8,51974
tt0053226,7.5,4717
tt0053270,7.3,9227
tt0053271,6.5,3901
tt0053285,7.2,125455
tt0053291,8.2,225782
tt0053318,7.6,12796
tt0053363,6.7,6534
tt0053390,8,6463
tt0053434,7.2,4948
tt0053459,7.7,23649
tt0053472,7.9,66142
tt0053479,8.3,10969
tt0053488,8.6,29126
tt0053494,5.5,4456
tt0053502,7.5,30358
tt0053559,6.1,4818
tt0053579,8.1,3906
tt0053580,6.9,13412
tt0053604,8.3,148348
tt0053619,7.9,23553
tt0053622,6.4,5251
tt0053644,6.5,3536
tt0053677,6.7,6084
tt0053719,6.8,5456
tt0053772,7.2,3168
tt0053779,8,60126
tt0053793,7.8,9434
tt0053804,6.7,8288
tt0053877,6.5,4161
tt0053925,7,10909
tt0053935,7.8,4644
tt0053946,8.1,25165
tt0053976,8.1,24221
tt0053987,7.5,4892
tt0054022,6.5,6166
tt0054033,6.3,14933
tt0054038,5.5,3239
tt0054047,7.7,82210
tt0054067,7.2,12358
tt0054084,6.8,4191
tt0054098,8.3,6451
tt0054127,7,6478
tt0054130,8.1,15770
tt0054135,6.6,18549
tt0054144,8.1,3302
tt0054152,7.2,4433
tt0054167,7.7,27691
tt0054177,7.3,5376
tt0054188,6.5,3760
tt0054189,7.8,12288
tt0054195,7.4,8233
tt0054198,7.3,4770
tt0054215,8.5,552967
tt0054248,8.3,14779
tt0054269,7.6,7016
tt0054292,7.4,3598
tt0054310,7.1,6430
tt0054331,7.9,115427
tt0054353,7.1,3532
tt0054357,7.2,12514
tt0054387,7.6,33658
tt0054389,7.5,15767
tt0054407,8.5,13234
tt0054412,7.5,3172
tt0054428,6.7,6690
tt0054443,7.3,13734
tt0054460,8.1,9748
tt0054462,4.7,3545
tt0054476,7.6,4351
tt0054494,7,4870
tt0054518,8.2,6025
tt0054533,8.3,7923
tt0054557,7,3235
tt0054572,7.1,6300
tt0054594,6.8,6628
tt0054599,7.8,6828
tt0054632,7.8,18427
tt0054649,6.3,3057
tt0054687,7.6,3452
tt0054692,6.1,4959
tt0054698,7.7,154068
tt0054743,7.8,13283
tt0054749,7.8,8306
tt0054757,6.9,7560
tt0054777,6.6,4783
tt0054790,7.1,4220
tt0054821,7.8,8050
tt0054847,7.2,11934
tt0054953,7.5,42684
tt0054997,8,71454
tt0055018,7.8,24240
tt0055031,8.2,63257
tt0055032,7.8,34070
tt0055047,7,6368
tt0055052,7.9,3201
tt0055069,6.4,3265
tt0055082,7.7,3411
tt0055093,7.6,4448
tt0055100,7.2,6419
tt0055184,7.3,16006
tt0055198,6.6,3245
tt0055205,7.4,5742
tt0055207,6.7,5913
tt0055233,8.8,4195
tt0055254,7.2,141254
tt0055256,7.9,18042
tt0055257,7.1,8938
tt0055277,7.1,17315
tt0055304,7.1,11462
tt0055312,7.2,5516
tt0055320,8,3989
tt0055353,8,6486
tt0055400,8.1,3811
tt0055471,7.8,16418
tt0055499,8.1,20422
tt0055505,7.4,3391
tt0055506,7.5,4329
tt0055558,6.8,4840
tt0055572,7.5,13632
tt0055597,7.7,4505
tt0055601,8.2,20168
tt0055608,6.1,5162
tt0055614,7.5,89623
tt0055630,8.2,100898
tt0055657,8.6,3501
tt0055662,7.1,7017
tt0055683,7,16902
tt0055701,7.5,3991
tt0055719,6.6,6323
tt0055728,7.7,5995
tt0055774,6.9,5210
tt0055796,7.8,3672
tt0055798,7.8,14823
tt0055805,7.1,3423
tt0055824,7.7,24301
tt0055830,7.1,18427
tt0055852,7.9,13120
tt0055894,6.2,6819
tt0055895,7.9,10590
tt0055913,8.1,10438
tt0055928,7.3,136595
tt0055972,7.2,4153
tt0056048,7.2,5105
tt0056049,8.2,4441
tt0056058,8.7,27181
tt0056059,7.2,10939
tt0056062,7,6010
tt0056085,7.1,17210
tt0056111,8.1,27236
tt0056119,8.3,26978
tt0056142,5.9,7406
tt0056172,8.3,248200
tt0056193,7.6,84774
tt0056194,7.6,7160
tt0056195,7.6,7298
tt0056196,7.7,4219
tt0056197,7.8,49786
tt0056215,7.9,7490
tt0056217,8.1,63783
tt0056218,7.9,68273
tt0056241,8.1,14870
tt0056255,6.9,4366
tt0056262,7.7,15039
tt0056264,7.3,13881
tt0056291,7.5,18269
tt0056300,8.1,3514
tt0056331,6.7,3428
tt0056368,6.5,3283
tt0056406,7.8,3638
tt0056412,7.5,11200
tt0056443,8.1,28740
tt0056444,8.1,6929
tt0056512,8.3,7971
tt0056541,7.3,6258
tt0056552,6.9,5770
tt0056556,6.4,3327
tt0056575,6.7,7971
tt0056592,8.3,277515
tt0056663,8,24145
tt0056687,8.1,46238
tt0056714,7.6,4281
tt0056732,8.1,26463
tt0056736,7.9,15284
tt0056751,8.4,33568
tt0056757,8,3003
tt0056758,6.5,4055
tt0056777,8.2,6505
tt0056800,6.7,5572
tt0056801,8,100941
tt0056825,7.8,4482
tt0056868,7.4,5268
tt0056869,7.7,158222
tt0056875,5.1,5363
tt0056884,7.4,3250
tt0056891,6.6,6986
tt0056923,7.9,61745
tt0056931,6.2,3672
tt0056937,7,27036
tt0056943,6.7,4519
tt0056983,5.7,6435
tt0057007,6.9,7275
tt0057012,8.4,422674
tt0057058,8,7225
tt0057076,7.4,108036
tt0057078,6.8,3016
tt0057091,8.1,20747
tt0057115,8.2,208728
tt0057128,6.8,5319
tt0057129,7.5,32122
tt0057163,7.9,17856
tt0057171,7.3,6889
tt0057180,7.1,3519
tt0057187,7.4,15683
tt0057193,7.5,35379
tt0057197,7.3,21600
tt0057251,7.6,8271
tt0057254,6.9,4479
tt0057261,6.9,16254
tt0057263,7.4,3753
tt0057298,7.2,11891
tt0057318,6.4,3211
tt0057329,7,4828
tt0057334,7.3,4654
tt0057345,7.6,25466
tt0057358,8.2,19232
tt0057372,6.7,14456
tt0057413,7.1,45273
tt0057426,6.8,3920
tt0057427,7.8,17636
tt0057443,7.1,3461
tt0057449,6.7,9598
tt0057490,7.9,8231
tt0057495,7.4,10071
tt0057546,7.2,82253
tt0057565,8.5,24532
tt0057569,5,6426
tt0057578,7.7,5419
tt0057581,7,4405
tt0057590,6.5,10665
tt0057591,7.9,4884
tt0057603,7.1,9306
tt0057611,7.9,16057
tt0057634,6.3,3056
tt0057643,8.1,4968
tt0057687,6.9,3352
tt0057693,6.7,5604
tt0057729,7.9,12572
tt0057730,7.8,3802
tt0057733,7.5,15014
tt0057751,7.3,11551
tt0057765,7.7,4358
tt0057773,7.8,11000
tt0057790,7.8,3619
tt0057809,7.3,3399
tt0057811,6.4,3202
tt0057812,7.3,4152
tt0057831,7.7,19083
tt0057840,7.4,4444
tt0057869,7.8,20527
tt0057877,7.8,12842
tt0057918,6.7,3713
tt0057935,8.2,4408
tt0057940,6.8,4644
tt0057967,7.4,5643
tt0057997,7.3,4284
tt0058003,7.6,12315
tt0058006,7.3,3616
tt0058073,6.1,3282
tt0058083,8,17912
tt0058085,6.7,7588
tt0058089,7,8222
tt0058092,7.4,8912
tt0058100,6.6,4794
tt0058135,7.2,10111
tt0058138,7.4,5042
tt0058150,7.7,161065
tt0058155,6.5,4640
tt0058182,7.6,37524
tt0058203,7.1,4039
tt0058212,6.6,5291
tt0058213,7.6,11763
tt0058230,6.5,4519
tt0058249,7.5,7579
tt0058262,7.1,6149
tt0058265,7,6474
tt0058279,8,13295
tt0058324,7.2,4394
tt0058329,7.2,41243
tt0058331,7.8,146530
tt0058333,7.1,11187
tt0058335,7.5,7362
tt0058374,6.5,4110
tt0058379,6.5,6592
tt0058382,7.1,4043
tt0058383,7.2,4264
tt0058385,7.8,81018
tt0058390,7.3,6290
tt0058404,7.6,10041
tt0058430,8,14076
tt0058450,7.8,21084
tt0058453,6.4,7076
tt0058458,7.5,6160
tt0058461,8,181885
tt0058529,6.5,4262
tt0058530,6.5,5694
tt0058536,8.1,23402
tt0058544,6.6,4693
tt0058555,6.9,4137
tt0058557,7.7,5397
tt0058567,7.2,7743
tt0058571,7,5531
tt0058576,7.9,11678
tt0058578,8,3184
tt0058580,6.5,3325
tt0058586,7.5,23839
tt0058604,8.2,7349
tt0058606,7,5546
tt0058620,6.8,4473
tt0058625,8.5,15272
tt0058642,8,5357
tt0058672,7,7807
tt0058694,5.9,3954
tt0058700,6.9,15918
tt0058708,6.8,3119
tt0058715,7.8,9799
tt0058725,6.4,6113
tt0058743,7,3777
tt0058756,6.7,3002
tt0058777,7.7,33762
tt0058796,5,5790
tt0058805,8.2,10058
tt0058808,7.2,5100
tt0058812,7.9,7742
tt0058815,7.4,11724
tt0058824,7.2,5861
tt0058855,8.1,3869
tt0058886,7.2,6063
tt0058888,8.4,14734
tt0058898,7.2,20806
tt0058946,8.1,48130
tt0058947,6.8,13673
tt0058962,7.4,4344
tt0058985,7.6,4301
tt0058997,7.3,7004
tt0059012,7.9,6983
tt0059017,6.8,12449
tt0059026,8.3,28512
tt0059037,7.3,13920
tt0059043,7.6,8842
tt0059079,7,3353
tt0059084,7.1,5358
tt0059095,6.7,3231
tt0059113,8,65406
tt0059125,6.8,4533
tt0059126,5.8,3488
tt0059127,6.8,8205
tt0059168,6.9,5808
tt0059170,6.7,12887
tt0059183,7.5,17830
tt0059221,7.3,5346
tt0059229,7.6,10457
tt0059243,7.2,15025
tt0059245,6.6,8087
tt0059246,8.5,6632
tt0059250,6.6,3168
tt0059260,7.2,16173
tt0059263,6.5,5985
tt0059274,7.9,11244
tt0059309,7.3,7490
tt0059319,7.2,12735
tt0059346,6.4,4536
tt0059358,7.5,3762
tt0059399,6.8,3309
tt0059410,7,3121
tt0059415,7.6,6726
tt0059418,6.7,6557
tt0059448,7.3,3871
tt0059470,7,3153
tt0059496,7.2,4872
tt0059527,8.2,7262
tt0059549,6.6,3851
tt0059550,8.7,10755
tt0059557,6.5,5598
tt0059573,8,6740
tt0059575,7.7,7417
tt0059578,8.3,212361
tt0059592,7.6,25816
tt0059616,7.5,3784
tt0059619,7.8,3412
tt0059643,7.9,4419
tt0059646,7.7,44751
tt0059711,7.3,7376
tt0059712,7.1,4759
tt0059719,8,8584
tt0059740,7.2,13284
tt0059742,8,186335
tt0059749,7.6,13313
tt0059753,7.7,4645
tt0059792,6.3,4773
tt0059793,6.7,5178
tt0059797,7,6939
tt0059798,7.4,3003
tt0059800,7,97167
tt0059821,6.6,4877
tt0059825,7.8,12910
tt0059885,7.1,11906
tt0059894,8,5851
tt0059903,6.2,9017
tt0059956,6.4,3039
tt0059968,7.5,17238
tt0059978,7.9,3498
tt0060009,7.9,7265
tt0060010,7.4,3397
tt0060019,8,7488
tt0060028,8.3,67657
tt0060086,7.1,12628
tt0060107,8.2,40441
tt0060121,6.5,5801
tt0060125,7.9,3929
tt0060138,7.9,15727
tt0060153,6.5,28045
tt0060161,8.2,4174
tt0060164,6.3,4426
tt0060165,7.3,3613
tt0060176,7.6,51767
tt0060177,7.1,5969
tt0060182,7.2,5557
tt0060196,8.8,638645
tt0060200,6.5,3358
tt0060214,6.9,4065
tt0060232,7.2,9341
tt0060268,7.1,10661
tt0060277,8,8643
tt0060304,6.8,5948
tt0060305,8,4731
tt0060315,7.3,22720
tt0060345,8.3,41412
tt0060371,7.8,4743
tt0060390,7.2,38928
tt0060397,6.8,16008
tt0060400,6.8,5549
tt0060424,7.3,11651
tt0060437,6.9,5080
tt0060438,6.9,7901
tt0060445,7.1,4738
tt0060450,6.5,6219
tt0060453,6.9,3198
tt0060463,6.5,3981
tt0060464,5.4,3828
tt0060472,7.2,7273
tt0060474,8,14437
tt0060490,6.9,7594
tt0060522,7.6,22618
tt0060550,8.2,14628
tt0060584,8.4,9636
tt0060588,6.8,6173
tt0060647,6.4,3297
tt0060665,7.7,28721
tt0060675,7.6,11336
tt0060736,7.3,4642
tt0060748,6.9,6830
tt0060782,5.7,7167
tt0060794,7,5290
tt0060802,7.7,10296
tt0060814,6.9,3571
tt0060827,8.1,89889
tt0060841,6.6,4125
tt0060862,7.3,12692
tt0060880,6.4,3149
tt0060897,5.5,3377
tt0060908,7.5,3383
tt0060921,7.1,7317
tt0060934,7.6,12403
tt0060955,7.7,14642
tt0060959,7.4,8664
tt0060984,5.6,5133
tt0061027,7.8,4161
tt0061065,8,6323
tt0061075,6.8,3772
tt0061089,7.1,4746
tt0061101,7.2,6743
tt0061107,6.7,22678
tt0061122,7.4,4060
tt0061132,7.4,3798
tt0061135,6.7,3047
tt0061138,7.6,8708
tt0061170,6.7,3537
tt0061177,5.9,8733
tt0061184,8,65247
tt0061199,8,3455
tt0061240,8.8,4300
tt0061287,8.5,11618
tt0061369,6.6,8793
tt0061385,7,15190
tt0061391,6.9,7896
tt0061395,7.7,36637
tt0061402,7,5301
tt0061405,6,4264
tt0061407,7.2,6812
tt0061418,7.8,96012
tt0061429,7.1,3606
tt0061439,6.6,5582
tt0061450,6.5,3083
tt0061452,5.2,25453
tt0061473,7.2,5290
tt0061495,7.6,5414
tt0061512,8.1,151431
tt0061523,6.1,4924
tt0061576,6.4,3609
tt0061578,7.8,62739
tt0061584,6.2,7787
tt0061587,6.4,3247
tt0061589,8,7758
tt0061613,7.4,4553
tt0061619,7.6,22216
tt0061643,7,4626
tt0061648,7.2,4839
tt0061655,7.2,27535
tt0061683,6.6,3925
tt0061709,7.1,3575
tt0061722,8,241601
tt0061728,6.8,4549
tt0061735,7.8,35843
tt0061747,7,32402
tt0061770,7.4,10386
tt0061781,7.6,8342
tt0061787,6.7,3178
tt0061791,7.2,3994
tt0061809,7.9,22415
tt0061810,6.2,4844
tt0061811,8,61793
tt0061834,6.1,3310
tt0061847,8.4,9425
tt0061852,7.6,154221
tt0061856,5.2,3324
tt0061882,7.4,7160
tt0061937,6.2,6318
tt0061955,7.3,7767
tt0061996,7.9,9115
tt0062038,7.3,6607
tt0062083,7.5,5369
tt0062120,6.6,3265
tt0062136,7.9,17189
tt0062138,7.4,17031
tt0062168,7,8707
tt0062185,6.8,5885
tt0062229,8.1,40419
tt0062262,6.6,4006
tt0062301,6.7,3244
tt0062322,8,3259
tt0062362,6.9,5487
tt0062374,7.8,3661
tt0062376,7.7,14563
tt0062395,6.1,4066
tt0062407,7.5,11178
tt0062430,6,6852
tt0062453,7.4,4970
tt0062467,7.8,25674
tt0062472,6.9,8105
tt0062480,7.2,12188
tt0062512,6.9,89918
tt0062550,8.6,8029
tt0062552,8.1,5070
tt0062568,7.3,5203
tt0062588,8.6,5991
tt0062598,7.4,3177
tt0062622,8.3,556073
tt0062626,6.5,3149
tt0062653,6.8,6557
tt0062687,7.2,10717
tt0062695,7.7,10573
tt0062708,6.6,4100
tt0062711,5.9,29775
tt0062737,6.9,4638
tt0062755,7.1,7529
tt0062759,8.5,11966
tt0062765,7.4,56258
tt0062782,6.8,4135
tt0062794,7,5873
tt0062803,6.9,38158
tt0062824,6.5,14447
tt0062861,6.5,5315
tt0062873,7.6,7254
tt0062885,7,7053
tt0062886,6.8,4659
tt0062909,6.6,5913
tt0062952,7.7,8602
tt0062974,6.2,3097
tt0062994,7.4,17163
tt0063005,6.8,6405
tt0063032,7.7,12599
tt0063035,5.8,11450
tt0063049,6.6,5359
tt0063050,7.6,3331
tt0063056,7.3,7206
tt0063060,6.6,4847
tt0063121,6.6,8257
tt0063172,6.5,4439
tt0063227,7.9,27369
tt0063230,7,3987
tt0063256,6.5,3007
tt0063278,8.1,3905
tt0063285,6.8,8270
tt0063291,7.7,3305
tt0063293,7.2,3684
tt0063350,7.9,107562
tt0063374,7.7,29625
tt0063385,7.4,31941
tt0063404,8.1,5442
tt0063415,7.6,35328
tt0063442,8,157848
tt0063456,7.1,3043
tt0063462,7.6,47063
tt0063501,7.4,4878
tt0063518,7.6,27730
tt0063522,8,175221
tt0063555,7.7,7677
tt0063599,7.1,3167
tt0063611,8.1,10833
tt0063633,8,6141
tt0063663,7.7,8576
tt0063671,7.3,7349
tt0063678,7.2,10701
tt0063688,7,20738
tt0063715,6.6,5125
tt0063759,7.7,16462
tt0063794,8.3,5708
tt0063803,6.7,7456
tt0063811,7.1,3837
tt0063819,8,4420
tt0063823,7.4,23070
tt0063829,7.2,7227
tt0063850,7.6,20547
tt0063869,7.5,4108
tt0063878,6.6,11426
tt0063929,8.8,61778
tt0063939,7.6,14238
tt0063950,7.8,27265
tt0063951,8.1,11018
tt0064002,6.3,3762
tt0064030,7.5,6268
tt0064040,8.2,18426
tt0064064,6.8,5655
tt0064068,8,3915
tt0064072,7,19422
tt0064100,6.7,5377
tt0064106,7.5,7036
tt0064107,7.3,4110
tt0064110,6.7,7966
tt0064115,8,190731
tt0064116,8.5,278172
tt0064117,7.2,8612
tt0064118,7.6,6839
tt0064133,6.6,4243
tt0064146,6.9,3203
tt0064165,7.6,3380
tt0064169,7.4,6413
tt0064177,7.1,7563
tt0064208,7.1,6434
tt0064253,6.4,3724
tt0064276,7.3,92286
tt0064285,7.5,6958
tt0064323,7.4,3552
tt0064349,7.3,13655
tt0064356,8.1,5327
tt0064418,7.1,12429
tt0064425,6.7,4699
tt0064437,7,3976
tt0064451,7.6,4689
tt0064505,7.3,38159
tt0064519,6.3,3053
tt0064541,7.9,16897
tt0064603,6.5,13016
tt0064612,8,9267
tt0064615,6.8,7369
tt0064639,5.9,4349
tt0064652,7.3,3488
tt0064665,7.8,92849
tt0064689,8.1,3303
tt0064757,6.7,73295
tt0064782,6.6,11303
tt0064793,7.7,7552
tt0064816,7,6738
tt0064840,7.6,7948
tt0064860,6.7,3479
tt0064861,7.8,3744
tt0064866,7.3,4151
tt0064904,6.4,3005
tt0064916,6.8,4013
tt0064921,7.8,4279
tt0064940,6.9,13757
tt0064949,5.6,3042
tt0064990,7.1,5312
tt0065051,7.5,9278
tt0065054,7,4585
tt0065063,7.3,26511
tt0065067,8.8,5561
tt0065073,6.4,4824
tt0065088,7.9,15028
tt0065112,6.3,15406
tt0065126,7.4,39486
tt0065134,7,21834
tt0065143,7.2,16084
tt0065150,6.7,5500
tt0065163,6.3,3715
tt0065207,7.7,48249
tt0065214,7.9,73311
tt0065234,8.3,21799
tt0065314,8.1,6210
tt0065327,8,4310
tt0065329,7.8,4753
tt0065333,6.4,3065
tt0065377,6.6,16215
tt0065421,7.1,85122
tt0065436,6.9,5049
tt0065439,7.9,3292
tt0065446,7.3,7902
tt0065462,6.1,39520
tt0065466,6.2,9273
tt0065486,7,3096
tt0065488,7.6,3765
tt0065492,7,3851
tt0065513,7.9,3177
tt0065528,7.2,20638
tt0065531,8,19645
tt0065542,6.9,3812
tt0065547,6.9,8315
tt0065566,6,3923
tt0065571,8,24021
tt0065580,6,3273
tt0065593,6.9,4461
tt0065622,7.1,8738
tt0065649,7.5,5549
tt0065651,7.5,7058
tt0065669,5.5,3397
tt0065670,8.3,5178
tt0065724,7.5,30724
tt0065738,6.8,3875
tt0065761,6.7,8715
tt0065769,6.5,5403
tt0065772,7.7,7686
tt0065777,7.4,5562
tt0065780,7.9,9973
tt0065794,7.2,5766
tt0065836,6.2,3927
tt0065854,6.6,4564
tt0065867,7.4,4611
tt0065889,8.1,7907
tt0065938,7.6,42199
tt0065955,7.5,5485
tt0065976,7.8,5063
tt0065988,7.6,31012
tt0066011,6.9,27700
tt0066026,7.5,64155
tt0066049,6.9,7661
tt0066065,7.1,3847
tt0066070,8,4277
tt0066078,8.4,5945
tt0066090,6.9,3072
tt0066122,7.2,4777
tt0066181,6.4,3348
tt0066193,7.1,6875
tt0066195,6.5,3055
tt0066206,7.9,89226
tt0066207,7,3669
tt0066214,6.9,8572
tt0066227,6.9,4256
tt0066249,7.1,9700
tt0066265,6.9,3077
tt0066279,7.3,3628
tt0066301,6.8,9612
tt0066319,7.4,7998
tt0066327,7.7,10714
tt0066344,7.5,8307
tt0066380,5.4,3988
tt0066390,6.9,4562
tt0066412,7,3329
tt0066434,6.7,45268
tt0066448,7,3652
tt0066471,6.7,3081
tt0066473,7.5,29755
tt0066491,7.5,9373
tt0066495,6.5,5327
tt0066516,7.2,7074
tt0066518,6.5,4817
tt0066534,7.5,6258
tt0066549,7.3,7764
tt0066565,7.9,6067
tt0066579,7.3,6475
tt0066580,8.2,15113
tt0066601,7,13592
tt0066612,7.4,3518
tt0066626,8.3,12988
tt0066701,8.1,4284
tt0066730,7.6,6798
tt0066735,6.7,6418
tt0066740,7.1,12499
tt0066763,8.8,23875
tt0066765,7.6,27614
tt0066767,6.4,6207
tt0066769,7.2,30954
tt0066808,7,32176
tt0066817,7.1,31587
tt0066819,7.2,14462
tt0066831,7.2,10284
tt0066832,6.3,5251
tt0066849,6.4,4258
tt0066892,7,10302
tt0066904,8.2,3305
tt0066907,6.7,4316
tt0066921,8.3,705239
tt0066932,7.7,3124
tt0066989,7.4,4252
tt0066993,7.8,12116
tt0066995,6.6,88255
tt0066999,7.7,134199
tt0067023,7.6,58167
tt0067047,7.2,3581
tt0067065,6.3,29944
tt0067085,6.8,3174
tt0067093,8,35938
tt0067108,7.3,5831
tt0067116,7.7,101418
tt0067128,7.4,26818
tt0067140,7.7,27194
tt0067144,7.3,4409
tt0067148,6,3994
tt0067185,7.9,66542
tt0067217,7.2,5048
tt0067227,7.4,3918
tt0067277,7.9,14450
tt0067309,7.1,19780
tt0067328,8,38606
tt0067333,7,3737
tt0067334,6.8,8100
tt0067341,6.4,6388
tt0067355,7.5,17711
tt0067361,7,3847
tt0067372,7.4,11728
tt0067402,7.2,3721
tt0067411,7.7,20173
tt0067433,7.3,3735
tt0067445,7.4,17024
tt0067482,7.4,4361
tt0067483,7.2,4072
tt0067490,7.7,4783
tt0067500,6.2,4896
tt0067525,6.5,27075
tt0067541,7.7,8883
tt0067549,7.1,14637
tt0067588,7,23658
tt0067633,7.8,5686
tt0067647,6.5,5947
tt0067656,6.6,8311
tt0067690,6.6,4127
tt0067713,6.2,4501
tt0067741,6.6,15294
tt0067756,6.7,25032
tt0067770,6.9,7078
tt0067774,7,3261
tt0067778,7.7,7989
tt0067800,7.5,53000
tt0067803,7.3,6693
tt0067805,7.1,5034
tt0067809,6.9,4671
tt0067810,5.5,4214
tt0067820,7.4,3551
tt0067824,7.1,22514
tt0067866,7.5,23356
tt0067893,7.2,10344
tt0067900,7.1,6835
tt0067919,8,4869
tt0067921,6.8,3098
tt0067924,6.4,3269
tt0067927,7.2,25188
tt0067958,6.9,4190
tt0067959,7.6,21186
tt0067991,6.2,3400
tt0067992,7.8,164900
tt0068040,8,6355
tt0068049,8,4371
tt0068067,7.8,3469
tt0068093,7.7,4800
tt0068098,8.4,47504
tt0068103,7.1,3061
tt0068112,7.7,3656
tt0068120,7.5,3021
tt0068128,7.9,7001
tt0068135,7.3,4623
tt0068149,7.6,5047
tt0068154,7.3,13000
tt0068156,7.6,7256
tt0068161,8.2,3313
tt0068168,7,4409
tt0068182,8,47795
tt0068205,7.7,5645
tt0068230,6.5,5334
tt0068240,7.2,8596
tt0068245,7,3330
tt0068257,8,3214
tt0068278,7.7,7572
tt0068284,5.6,5292
tt0068309,6,7715
tt0068315,7.6,6672
tt0068326,7.2,4287
tt0068327,7.8,44745
tt0068334,7,9054
tt0068359,7.7,7865
tt0068361,7.9,34415
tt0068370,5.5,3773
tt0068371,5.7,3557
tt0068408,6.1,28441
tt0068416,7,3932
tt0068421,7.4,12267
tt0068457,6.7,3933
tt0068458,6,3412
tt0068468,5.1,6128
tt0068473,7.7,92942
tt0068503,6.4,5180
tt0068505,6,4985
tt0068519,8.5,9515
tt0068555,6.8,36239
tt0068575,7.3,6926
tt0068595,4.7,3637
tt0068611,7.4,37872
tt0068612,6.3,10315
tt0068615,4.4,5481
tt0068638,7.4,25691
tt0068646,9.2,1476874
tt0068655,7.3,6674
tt0068687,6.9,3600
tt0068699,7.5,46232
tt0068713,6.5,8186
tt0068718,6.8,4611
tt0068732,7.1,4501
tt0068762,7.6,26514
tt0068767,7.4,23538
tt0068768,6.5,15451
tt0068786,6.7,4663
tt0068805,6.5,4498
tt0068815,7.8,6109
tt0068816,8,4765
tt0068817,7.6,3893
tt0068828,7.1,3410
tt0068833,6,30331
tt0068853,7,6737
tt0068863,6.4,3610
tt0068883,7.6,4055
tt0068909,6.6,3640
tt0068931,6.9,11506
tt0068935,7.3,29281
tt0069005,4.1,3915
tt0069019,7.1,7151
tt0069035,8,3401
tt0069049,6.9,4943
tt0069050,6.9,5238
tt0069089,6.1,20470
tt0069090,8.7,8134
tt0069095,6.8,5715
tt0069097,7.6,23251
tt0069113,7.1,38400
tt0069121,6.8,4164
tt0069191,7.4,10598
tt0069198,7.5,5448
tt0069280,6.9,11442
tt0069281,8,42430
tt0069289,7.4,3872
tt0069293,8.1,72010
tt0069303,7.6,3236
tt0069332,6.5,5823
tt0069341,7,8788
tt0069400,7.2,5203
tt0069427,6.6,4165
tt0069436,7,4715
tt0069467,8.1,26606
tt0069495,7.7,17851
tt0069599,7.1,5910
tt0069628,8.9,3568
tt0069637,7.5,5335
tt0069658,5,5334
tt0069687,8,8883
tt0069697,7.5,9806
tt0069704,7.4,76214
tt0069747,7.4,11025
tt0069762,7.8,59898
tt0069765,6.9,5055
tt0069768,5.5,27329
tt0069822,7,3942
tt0069824,7.2,3870
tt0069834,6.6,5484
tt0069847,6.5,3035
tt0069865,7.5,9909
tt0069895,6.1,10144
tt0069897,6.8,8857
tt0069920,6.5,4972
tt0069945,6.4,20478
tt0069947,7.8,35012
tt0069967,7.3,3435
tt0069976,7,4339
tt0069992,6.7,3059
tt0069995,7.3,44578
tt0070016,6.9,15726
tt0070022,7.2,4437
tt0070030,7.3,5307
tt0070034,7.7,90215
tt0070040,7.9,15348
tt0070047,8,340784
tt0070077,7.5,7703
tt0070078,6.7,3375
tt0070122,4.7,4395
tt0070130,7.2,10874
tt0070155,6.9,5013
tt0070215,7.5,21446
tt0070233,8.4,13705
tt0070239,7.4,23555
tt0070290,7.5,20311
tt0070291,7.3,4631
tt0070294,6.7,11278
tt0070297,5.9,3477
tt0070328,6.8,89363
tt0070334,7.6,23163
tt0070351,6.3,3908
tt0070354,7.3,4029
tt0070355,7.2,52209
tt0070359,8,4512
tt0070379,7.3,87938
tt0070439,7.7,4732
tt0070460,8,18286
tt0070464,7.8,7089
tt0070468,7,5071
tt0070509,7.2,6723
tt0070510,8.1,38774
tt0070511,8,114735
tt0070518,7.3,16728
tt0070531,6.5,6525
tt0070534,6.8,3122
tt0070544,7.8,21297
tt0070608,7.6,106251
tt0070622,5.4,3081
tt0070634,5.6,4811
tt0070640,6.9,4261
tt0070643,7.3,14202
tt0070644,8.4,13992
tt0070653,6.4,3518
tt0070666,7.7,99250
tt0070672,6.8,4387
tt0070694,5.5,3579
tt0070698,6.9,13793
tt0070700,7.1,3410
tt0070707,7.2,38088
tt0070723,7.1,53382
tt0070735,8.3,225039
tt0070791,7.2,8526
tt0070825,6.5,4847
tt0070832,7.8,7475
tt0070842,7.1,9380
tt0070849,7,46023
tt0070861,8.4,4117
tt0070868,6.6,4392
tt0070895,7,4596
tt0070903,7.1,20619
tt0070904,7.8,4776
tt0070909,7,47677
tt0070913,5.7,3243
tt0070915,6.4,3521
tt0070917,7.5,61516
tt0070947,7.6,3369
